story_id,title,url,author,created_at,points,num_comments,story_text,date,year_month,title_length,story_text_length,engagement
17351125,From rust belt to robot belt: Turning AI into jobs in the US heartland,https://www.technologyreview.com/s/611412/ai-could-wreak-economic-havoc-we-need-more-of-it/,jedwhite,2018-06-19 23:27:05+00:00,22,7,,2018-06-19,2018-06,70,0,Medium
41312417,AI vs. AI: The Job Market,https://twitter.com/dkardonsky_/status/1825205861054058701,tguesto,2024-08-21 17:36:20+00:00,22,0,,2024-08-21,2024-08,25,0,Medium
37824149,IBM CEO in damage control mode after AI job loss comments,https://www.itpro.com/technology/artificial-intelligence/ibm-ceo-in-damage-control-mode-after-ai-job-loss-comments,belter,2023-10-09 19:16:23+00:00,20,6,,2023-10-09,2023-10,57,0,Medium
34782485,Don't Believe Robots Are Taking over Jobs: AI Will Open New Career Paths,https://www.businessinsider.com/chatgpt-ai-will-not-take-jobs-create-future-work-opportunities-2023-2,elorant,2023-02-13 23:23:42+00:00,20,5,,2023-02-13,2023-02,72,0,Medium
37120539,The $900k AI Job Is Here,https://www.wsj.com/articles/artificial-intelligence-jobs-pay-netflix-walmart-230fc3cb,agomez314,2023-08-14 13:00:47+00:00,19,12,,2023-08-14,2023-08,24,0,Medium
44174592,Is AI Stealing Jobs? This Hiring Analyst Says Yes,https://www.inc.com/kit-eaton/is-ai-stealing-jobs-this-hiring-analyst-says-yes/91197705,MarcoDewey,2025-06-03 20:51:41+00:00,18,3,,2025-06-03,2025-06,49,0,Medium
15919796,I studied hard for a year and now I have an AI job building robots,https://medium.com/@TomPJacobs/i-studied-hard-for-a-year-and-now-i-have-an-ai-job-building-robots-51acda72383c,tomjacobs,2017-12-14 03:49:27+00:00,17,1,,2017-12-14,2017-12,66,0,Medium
246785,Ask HN: Is there a NYC AI startup job list anywhere?,,time_management,2008-07-15 16:20:30+00:00,15,17,"I'm in New York, having recently left a job as a program trader at a hedge fund. I'm 25 and have no advanced degree, though I spent a year in a top math PhD program.<p>I'm looking for jobs at startups, but I haven't been able to find a comprehensive list, and I'm looking for something fairly particular. Ideally, I'd like to be in an AI/research role, though I know how small companies work and I'm willing to ""wear different hats"" and expand from my comfort zone.<p>What sorts of networking resources and job lists are available in the NYC startup community?",2008-07-15,2008-07,52,560,Medium
41057649,The AI job interviewer will see you now,https://restofworld.org/2024/ai-interview-software-hiring-practices/,hunglee2,2024-07-24 14:46:54+00:00,15,12,,2024-07-24,2024-07,39,0,Medium
43682614,Show HN: LiftmyCV – AI Job Search Agent and Auto-Apply Tool,https://www.liftmycv.com/,dan_zaitsev,2025-04-14 15:45:44+00:00,15,0,"Hey HN!<p>Dan Zaitsev here – solopreneur and maker of LiftmyCV, an AI job search agent that finds relevant job openings and auto-applies on your behalf.<p>In early 2024, my small marketing team started losing clients due to the rise of AI tools. So I began searching for a job myself and was reminded how frustrating and inefficient the process is – surfing dozens of job platforms, filling out endless forms, and receiving very few responses.<p>I started using ChatGPT to speed up the process and realized it could be automated. That’s how LiftmyCV was born.<p>I built a simple prototype, launched it to a small group of early users, and quickly got confirmation that the idea resonated – people found it helpful and were actually willing to pay. During early testing, I personally received several interview invites in just one week using the product.<p>Yeah, I know some makers already tried (or are still trying) to build something similar – and yes, there are tons of competitors. But I genuinely think I can do it better. Here&#x27;s how:<p>- Quality over quantity: I saw one guy post about applying to 1,000 jobs in a week… but what actually matters is the quality of each application. So I’m focusing on polishing GPT autofill responses and server logic to make each one more contextual and human. A big upgrade to the AI agent is dropping this week – hope you’ll like it :)<p>- No subscription trap: While others offer pricey lifetime unlocks ($100+) or charge $2.50+ per auto-apply, LiftmyCV runs on a freemium&#x2F;pay-as-you-go model. Try before you buy – no lock-ins.<p>Since beta launch in Feb 2025:
- 942 signups
- 70 paying users
- $1,225 in revenue
- #3 Product of the Day on Product Hunt
*all organic with $0 ad spend: YouTube videos, SEO content, and direct outreach<p>Tech stack:
- Webapp: Java + Spring Boot + TypeScript + React JS + Effector + OpenAI API
- Chrome Extension&#x2F;AI Agent: JavaScript
- Marketing website&#x2F;landing pages: Wordpress&#x2F;PHP<p>Core features available in the MVP:
- Supports 7 job search websites &amp; ATS platforms
- Job search on autopilot
- Non-Stop AI Auto-Apply (automatically switches between job boards)
- GPT-4o-powered auto-fill for job applications
- Auto-apply history and stats
- Premium support &amp; open to feature requests
- Try before you buy - a free plan with 3 CV submissions<p>How it works?
1. Visit www.liftmycv.com and create your free account
2. Install official Google Chrome extension from the Chrome web store
3. Complete your profile and upload your CV (ensure your profile is as detailed as possible for better results)
4. Activate the AI Auto-Apply feature and let LiftmyCV handle job applications for you<p>Challenges I faced:
- Fine-tuning the AI auto-fill logic has been tricky (and it’s still a work in progress).
- GPT-generated responses required constant tweaks to avoid awkward or irrelevant form fills.
- Humanizing the AI output is essential to bypass ATS systems and make applications feel real.",2025-04-14,2025-04,59,2992,Medium
40322114,What Software Engineers Need to Know About AI Jobs,https://spectrum.ieee.org/ai-jobs,sizzle,2024-05-10 18:16:18+00:00,15,0,,2024-05-10,2024-05,50,0,Medium
39339880,"Ups lays off 12,000 managers as AI replaces jobs",https://www.notebookcheck.net/UPS-lays-off-12-000-managers-as-AI-replaces-jobs.802229.0.html,atentaten,2024-02-11 23:29:31+00:00,13,1,,2024-02-11,2024-02,48,0,Medium
37129085,The $900k AI Job Is Here,https://www.wsj.com/articles/artificial-intelligence-jobs-pay-netflix-walmart-230fc3cb,bookofjoe,2023-08-15 01:32:45+00:00,13,1,,2023-08-15,2023-08,24,0,Medium
17369392,From rust belt to robot belt: Turning AI into jobs in the US heartland,https://www.technologyreview.com/s/611412/ai-could-wreak-economic-havoc-we-need-more-of-it/,devy,2018-06-21 21:19:57+00:00,13,0,,2018-06-21,2018-06,70,0,Medium
36095588,"AI-Threatened Jobs Are Mostly Held by Women, Study Shows",https://www.bloomberg.com/news/articles/2023-05-26/ai-threatened-jobs-are-mostly-held-by-women-study-shows,xqcgrek2,2023-05-27 15:32:11+00:00,12,10,,2023-05-27,2023-05,56,0,Medium
44911394,The AI Job Swindle,https://therectangle.substack.com/p/the-great-ai-job-swindle,olyellybelly,2025-08-15 12:11:23+00:00,12,5,,2025-08-15,2025-08,18,0,Medium
42993290,Why You Shouldn't Worry about AI Taking Jobs,https://www.richardhanania.com/p/why-you-shouldnt-worry-about-ai-taking,smitty1e,2025-02-09 19:58:21+00:00,12,5,,2025-02-09,2025-02,44,0,Medium
39324376,Show HN: I made an AI powered job description generator,https://www.jobdescriptiongenerator.com,atharvtathe,2024-02-10 07:43:26+00:00,12,5,,2024-02-10,2024-02,55,0,Medium
38150239,AI Job Openings Dry Up in UK,https://www.bloomberg.com/graphics/2023-10-reed-jobs-report-england-ai-jobs-decline/,pg_1234,2023-11-05 11:37:28+00:00,12,4,,2023-11-05,2023-11,28,0,Medium
45670827,Meta Cutting 600 AI Jobs to move faster,https://www.bloomberg.com/news/articles/2025-10-22/meta-cutting-roughly-600-ai-jobs-as-company-aims-to-move-faster,gk1,2025-10-22 15:41:55+00:00,10,7,,2025-10-22,2025-10,39,0,Low
36903561,Netflix touts $900k AI jobs amid Hollywood strikes,https://www.bbc.com/news/world-us-canada-66332876,KingOfCoders,2023-07-28 06:15:17+00:00,10,5,,2023-07-28,2023-07,50,0,Low
40338316,I Built a AI Job Interview Companion with Real Time Feedback,https://wyspa.app/,adamfils,2024-05-12 23:17:02+00:00,9,12,,2024-05-12,2024-05,60,0,Low
41469782,Ask HN: What and where are the new AI jobs?,,WheelsAtLarge,2024-09-06 21:15:10+00:00,9,3,I&#x27;m interested in switching from coding to AI. Any suggestions on where to start? What&#x27;s the career path? What are the jobs I should look into?,2024-09-06,2024-09,43,153,Low
41376990,LinkedIn_AIHawk: AI job assistant. Automate applications and Resume Generation,https://github.com/feder-cr/linkedIn_auto_jobs_applier_with_AI,console-log,2024-08-28 07:41:03+00:00,9,3,,2024-08-28,2024-08,78,0,Low
44133575,AI jobs danger: Sleepwalking into a white-collar bloodbath,https://www.axios.com/2025/05/28/ai-jobs-white-collar-unemployment-anthropic,duck,2025-05-30 06:43:26+00:00,9,2,,2025-05-30,2025-05,58,0,Low
43810425,The Hottest AI Job of 2023 Is Already Obsolete,https://www.wsj.com/articles/the-hottest-ai-job-of-2023-is-already-obsolete-1961b054,thm,2025-04-27 08:43:36+00:00,9,1,,2025-04-27,2025-04,46,0,Low
41995407,Show HN: I Built an AI job search assistant that works,https://www.wobo.ai/,serdaraksoy,2024-10-30 14:35:00+00:00,8,4,"Hey HN,<p>I&#x27;m Serdar, and after getting laid off, I found myself drowning in job applications. LinkedIn, Dice, Otta and company websites were exhausting and demoralizing.<p>That&#x27;s why my friend and I created Wobo (wobo.ai) – an AI recruiter that automates the entire process. But Wobo goes beyond just matching keywords on your resume. We use LLMs and a series of specialized questions to create a detailed &quot;persona&quot; of you, capturing not just your skills and experience, but also your personality and how you approach different situations.<p>Here&#x27;s how Wobo works:<p>Gets to know you: We analyze your responses to reveal your work style, how you handle challenges, and what motivates you.<p>We find jobs that fit YOU: We go beyond basic skills matching to find jobs that really fit your personality and preferences. We even use a &quot;similarity score&quot; to see how well a job matches your profile. If it&#x27;s not a good fit, we won&#x27;t apply<p>Application questions: Wobo uses your &quot;persona&quot; to answer those personality-revealing questions in a way that showcases your best self.<p>We&#x27;ve been developing Wobo for over two years and have 14,000+ users. One user recently told us that Wobo gave him back the time to spend with his daughter – that&#x27;s exactly the kind of impact we&#x27;re hoping to make.<p>Think of Wobo as your personal job search assistant, working tirelessly in the background so you can focus on what matters most.<p>Have questions about Wobo? Ask me anything! I&#x27;m happy to answer them.",2024-10-30,2024-10,54,1564,Low
44170494,"The ""AI jobs apocalypse"" is for the bosses",https://www.bloodinthemachine.com/p/the-ai-jobs-apocalypse-is-for-the,milen,2025-06-03 14:26:27+00:00,8,2,,2025-06-03,2025-06,42,0,Low
41063036,The AI job interviewer will see you now,https://restofworld.org/2024/ai-interview-software-hiring-practices/,clumsysmurf,2024-07-24 22:48:10+00:00,8,0,,2024-07-24,2024-07,39,0,Low
41292986,Where Are the AI Jobs?,,SMAAART,2024-08-19 17:39:08+00:00,7,4,"I have a good career and track record in Operations (&amp; Data) for software&#x2F;high tech&#x2F;Life Science companies.<p>I was recruited into my present position due to my experience in both operations and data science.<p>I have deployed 1 AI-bases SaaS that has allowed my team to support my company as we have experienced ~75% growth, with better overall service.<p>I am up-to-speed with the developments in AI in general and in my industry as well.<p>I&#x27;d like to get a job either in an AI-company or in a company where the leadership is focused on leveraging AI in the very near future.<p>I live in  NYC too.<p>I scout daily Indeed&#x2F;LinkedIn, I have google search on various keywords combination but nothing significant comes up.<p>Where is this AI revolution?",2024-08-19,2024-08,22,775,Low
44382540,AI job replacement: Is the apocalypse coming for IT work?,https://www.spiceworks.com/it-careers/ai-job-replacement-is-the-apocalypse-coming-for-it-work/,CrankyBear,2025-06-25 22:53:21+00:00,7,3,,2025-06-25,2025-06,57,0,Low
39951405,Tech titans assemble to decide which jobs AI should cut first,https://www.theregister.com/2024/04/04/ai_replacement_jobs/,lagrange77,2024-04-06 10:21:49+00:00,7,2,,2024-04-06,2024-04,61,0,Low
13341963,Stephen Hawking: This will be the impact of automation and AI on jobs,https://www.weforum.org/agenda/2016/12/stephen-hawking-this-will-be-the-impact-of-automation-and-ai-on-jobs?utm_content=buffer29c6d&utm_medium=social&utm_source=twitter.com&utm_campaign=buffer,doener,2017-01-07 02:00:31+00:00,7,1,,2017-01-07,2017-01,69,0,Low
35387194,What to Do About AI-Driven Job Displacement?,https://www.peoplespolicyproject.org/2023/03/31/what-to-do-about-ai-driven-job-displacement/,bestcoder69,2023-03-31 13:54:16+00:00,6,3,,2023-03-31,2023-03,44,0,Low
44249745,Paul Tudor Jones Fears AI Job Losses Will Worsen Social Division,https://www.bloomberg.com/news/articles/2025-06-11/paul-tudor-jones-fears-ai-job-losses-will-worsen-social-division,gametorch,2025-06-11 17:20:01+00:00,6,1,,2025-06-11,2025-06,64,0,Low
44177421,"No AI, no job. These companies are requiring workers to use the tech",https://www.washingtonpost.com/business/2025/06/03/ai-workplace-duolingo-shopify-employees/,f1shy,2025-06-04 05:10:42+00:00,6,1,,2025-06-04,2025-06,68,0,Low
1535869,Ask HN: Machine learning careers,,gfr,2010-07-21 17:37:10+00:00,13,9,"I am interested in machine learning and natural language processing, but am slightly put off from devoting a significant amount of time towards it because I am under the impression that to make a career doing this, it is seemingly mandatory to have a PhD and you will be working in a research lab at a large corporation, the government, or a university. Is this true?",2010-07-21,2010-07,32,367,Medium
1361100,Ask HN: how to get into a data analysis / machine learning career?,,ajdecon,2010-05-19 14:44:02+00:00,11,5,"Hi all,<p>I'm currently a PhD student in materials science working on a polymer microfabrication-oriented project. Initially I was very interested in this project but my enthusiasm level plummeted rapidly. I've stuck it out a few years partly through wanting to finish what I started and partly, I'm ashamed to say, through inertia.<p>However, over the past year I've also been involved in a side project which has involved some pretty interesting data analysis (some complex image analysis and analysis of fluorescence time series), and it's like night and day. Science is fun and my work is exciting again.<p>And it's not just this side project: I'm learning R in my spare time, and reading through course material from Andrew Ng's Stanford machine learning course. I also did some analytical work as an undergrad which I really enjoyed, but I felt like I was commited to the microfab path. I'm really regretting that decision now.<p>I'd love to be able to push my current research more in an analytical direction but that's...unlikely, to say the least. And while leaving the program would be a really bitter pill to swallow, so would spending three more years on a project I don't like, and feeling even more committed to the work after I got a damn PhD in it.<p>My question is, does anyone have any suggestions for how I might do a course correction towards analytical work after a BS in Physics and years in a microfab PhD program? Should I be trying to take classes in statistics or CS? Are there ""entry-level"" jobs in this kind of thing I could qualify for?<p>Note: I realize this is not necessarily a HN kind of thing, but I see machine learning and data-oriented discussion here fairly often and it seemed like a good place to ask. Pointers towards more information or other communities are welcome.",2010-05-19,2010-05,66,1809,Medium
20838792,Data Science and Machine Learning Career Resources,https://github.com/firmai/data-science-career/blob/master/README.md,callli,2019-08-30 14:14:46+00:00,4,0,,2019-08-30,2019-08,50,0,Low
5975362,Getting started with machine learning later in career,,dev12345,2013-07-02 02:17:34+00:00,15,2,"Hi Hackers,
  Is it good idea to give up on .NET and try to learn &quot;machine learning&quot; along with maths and technologies needed for that?<p>Is there any places for average programmer in this domain ?",2013-07-02,2013-07,53,207,Medium
17556510,How to get back into Java again after years?,,mlu,2018-07-18 09:04:58+00:00,3,0,"For someone who used to be very proficient in Java, what would be a good way to get back into the language again?<p>I used to work professionally with it until about 2011&#x2F;Java 7 - then pursued a university career (machine learning, data science, etc.), and now will likely get a job which again requires me to use Java. What resources would you recommend looking into for getting back on track? I&#x27;m interested especially in<p>- new language features introduced since back then<p>- popular frameworks everybody uses nowadays<p>- software projects that use modern Java (and may need contribution)<p>- any recent books about modern Java development<p>Looking forward to your suggestions!",2018-07-18,2018-07,44,694,Low
32342925,How do you break into a career in machine learning? (2020),http://www.theexclusive.org/2020/02/how-to-begin-in-machine-learning.html,greghn,2022-08-04 13:54:48+00:00,56,63,,2022-08-04,2022-08,58,0,Medium
17332068,Ask HN: How to Build a Career as Machine Learning Engineer?,,__bee,2018-06-17 12:24:20+00:00,18,2,"I am a software engineer, who is  involved in building (backend) data products (from building ETL, data-warehousing, scaling DB, .. etc).<p>My question to those who work in big companies and applied research labs, do engineers need to have MSc&#x2F;PhD in Artificial Intelligence&#x2F;Data Science to grow in the company.<p>I am not a data scientist, I am interested more into enabling Machine Learning in production (https:&#x2F;&#x2F;www.oreilly.com&#x2F;ideas&#x2F;becoming-a-machine-learning-engineer).<p>What are you recommendations ?",2018-06-17,2018-06,59,539,Medium
32292490,How do you break into a career in machine learning?,http://www.theexclusive.org/2020/02/how-to-begin-in-machine-learning.html,greghn,2022-07-31 02:07:00+00:00,4,0,,2022-07-31,2022-07,51,0,Low
19763760,How to prepare for a career in machine learning and artificial intelligence,https://www.techrepublic.com/article/how-to-prepare-for-a-career-in-machine-learning-and-artificial-intelligence/,nan0,2019-04-27 04:20:56+00:00,3,0,,2019-04-27,2019-04,75,0,Low
18503552,Break into AI: A Q&A with Andrew Ng on Building a Career in Machine Learning,https://on.acm.org/t/break-into-ai-a-q-a-with-andrew-ng-on-building-a-career-in-machine-learning/1021,alanfranzoni,2018-11-21 15:54:12+00:00,2,0,,2018-11-21,2018-11,76,0,Low
11211300,How should one start a career in machine learning?,http://www.datasciencecentral.com/profiles/blogs/repost-xavier-amatriain-how-should-one-start-a-career-in-machine-?xg_source=activity,vincentg64,2016-03-02 17:15:09+00:00,2,0,,2016-03-02,2016-03,50,0,Low
5741508,Ask HN: How to pursue a career in machine learning.,,it_learnses,2013-05-21 02:11:17+00:00,1,0,"Hello, I'm currently enrolled in Coursera's intro to Machine Learning course.  I'm very interested in machine learning and was wondering about what resources are out there for me to continue learning it so that I can eventually pursue a career in it.  I'm currently a web application developer with an undergrad in cs.",2013-05-21,2013-05,51,318,Low
18823039,Andrew Ng on Building a Career in Machine Learning,https://www.youtube.com/watch?v=4kiHsIaK9_w,notomorrow,2019-01-04 10:33:01+00:00,1,0,,2019-01-04,2019-01,50,0,Low
18540886,Break into AI: A Q&A with Andrew Ng on Building a Career in Machine Learning,https://on.acm.org/t/break-into-ai-a-q-a-with-andrew-ng-on-building-a-career-in-machine-learning/1021,alanfranzoni,2018-11-27 09:36:00+00:00,1,0,,2018-11-27,2018-11,76,0,Low
39767610,Show HN: Ragas – Open-source library for evals and testing RAG systems,https://github.com/explodinggradients/ragas,shahules,2024-03-20 15:02:36+00:00,15,9,"Ragas is an open-source library designed for evaluating and testing RAG (Retrieval-Augmented Generation) and other LLM applications. It offers a diverse set of metrics and methods, including synthetic test data generation, to help you assess your RAG applications. Ragas was initially developed to address our own needs for evaluating RAG chatbots last year.<p>### Problems Ragas Can Solve:<p>- How can you select the best components for your RAG, such as the retriever, reranker, and LLM?<p>- How can you create a test dataset without incurring significant expenses and time?<p>We believe there&#x27;s a need for an open-source standard for evaluating and testing LLM applications. Our vision is to establish this standard for the community. We&#x27;re addressing this challenge by adapting ideas from the traditional ML lifecycle for LLM applications.<p>### ML Testing Evolved for LLM Applications<p>Ragas is founded on the principles of metrics-driven development. Our goal is to develop and innovate techniques inspired by the latest research to address the challenges in evaluating and testing LLM applications.<p>We don&#x27;t think that merely building a sophisticated tracing tool will solve the evaluation and testing challenges. Instead, we aim to tackle these issues from a foundational level. To this end, we&#x27;re introducing methods such as automated synthetic test data curation, metrics, and feedback utilization. These approaches are inspired by lessons learned from deploying stochastic models throughout our careers as machine learning engineers.<p>While our current focus is on RAG pipelines, we intend to expand Ragas to test a broad spectrum of compound systems. This includes systems based on RAGs, agentic workflows, and various transformations.<p>### Try Ragas<p>Experience Ragas by trying it out in Google Colab [here](<a href=""https:&#x2F;&#x2F;colab.research.google.com&#x2F;github&#x2F;shahules786&#x2F;openai-cookbook&#x2F;blob&#x2F;ragas&#x2F;examples&#x2F;evaluation&#x2F;ragas&#x2F;openai-ragas-eval-cookbook.ipynb"" rel=""nofollow"">https:&#x2F;&#x2F;colab.research.google.com&#x2F;github&#x2F;shahules786&#x2F;openai-...</a>). For more information, read our [documentation](<a href=""https:&#x2F;&#x2F;docs.ragas.io&#x2F;"">https:&#x2F;&#x2F;docs.ragas.io&#x2F;</a>).<p>We would love to hear feedback from the Hacker News community :)",2024-03-20,2024-03,70,2366,Medium
28033930,Ask HN: Should I switch back from Product Management to engineering?,,anonymous3889,2021-08-02 07:43:52+00:00,4,7,"TLDR; 
I am a product manager, but hate my job and want to go back to engineering. Should I do this, or loosing all I have achieved in this role is stupid, and I should just continue?<p>Full text: 
I am a software engineer by background, did some machine learning, but during my career I somehow switched to product management. In my first startup, I was in the CTO role, but effectively, I was doing a lot of product related things, so when the startup went bust I decided to proceed in that direction because somehow Product Management sounded more prestigious to me, and I felt like being able to make more high-level decisions will be a much better place for me to focus my time and effort on.<p>Now, almost a decade later, I have worked in many startups in product and product leadership roles, and I am currently in a product leadership position in a very successful company on a breakout trajectory.<p>At the same time, for the past year or so, I feel like I am in a fundamentally wrong role. I understand the value of product management, I can do a lot of product strategy, prioritization and user research activities pretty well, and I know how to coach product managers who work with me, but I feel like I am wasting my time, and I hate waking up for work. I am dreaming about coding, designing architectures, solving challenging tech problems, and spending less time on stakeholder meetings, planning meetings, strategy meetings and sync meetings.<p>Sometimes I am wondering if the problem is that I am just not doing product management right. Maybe in an ideal situation, in ideal company, with ideal product, the role can be much more engaging and satisfying.<p>But at the same time, I can&#x27;t stop thinking that product manager in general is a very artificial role. In a good, empowered and autonomous team I don&#x27;t see why team lead can&#x27;t carry some PMs responsibilities, with some people from marketing (i.e. product marketing manager) carrying the other side of product manager&#x27;s role.<p>Anyway, where I am right now is I am depressed, I don&#x27;t like my job, but I feel scared to lose the credibility and status I have achieved in my current  career direction, and go back to a lower level technical role. I know how to code, and I still code regularly for myself, but it is very different from what companies expect from tech leads or software architects who they hire, so probably I will need to start lower level. Or I just need to start a new startup and be the CTO again :)<p>There is another voice in my head that tells me that I am just lazy, trying to get into comfort zone as product management is not a comfort zone for me, and therefore I should continue fighting and suffering to get out of this stronger and successful on the other end. But I have seen too many people falling into the trap of suffering like this for no good reason, and I want to avoid this...",2021-08-02,2021-08,68,2911,Low
38191850,Tanmay Chopra on Emissary,,CShorten,2023-11-08 15:33:58+00:00,1,0,"Hey everyone! I am SUPER SUPER excited to publish our 75th Weaviate Podcast with Tanmay Chopra!!<p>Tanmay has had an incredible career in Machine Learning from Tik Tok to Neeva and now building his own Startup, Emissary!<p>The podcast has two major deep dives in (1) Tanmay&#x27;s experience with Search AI at Neeva (Temporal Queries, Retrieval Diversity, and Query Recommendation), as well as (2) Tanmay&#x27;s conviction of the opportunity in fine-tuning LLMs and knowledge distillation that lead him to start Emissary!!<p>I enjoyed this conversation so much, it was incredible discussing these topics with Tanmay! I hope you enjoy the podcast!<p>https:&#x2F;&#x2F;www.youtube.com&#x2F;watch?v=iIy2pbXXxX4",2023-11-08,2023-11,25,707,Low
14640434,The case for and against doing a machine learning PhD,https://80000hours.org/career-reviews/machine-learning-phd/?src=hn,robertwiblin,2017-06-26 21:13:49+00:00,4,0,,2017-06-26,2017-06,53,0,Low
28081544,Machine Learning PhD,https://80000hours.org/career-reviews/machine-learning-phd/,allenleein,2021-08-05 23:48:49+00:00,2,0,,2021-08-05,2021-08,20,0,Low
